description,latitude,created,longitude,__CLASS__,adref,salary_min,redirect_url,id,salary_is_predicted,title,salary_max,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"System Freight, Inc., a family-oriented regional carrier, is hiring CDL-A Local Drivers in Hazleton, PA. Drive late-model equipment hauling time-sensitive, high-volume regional freight for dedicated customers across the Northeast and Mid-Atlantic. Home daily with stable, year-round freight and predictable schedules. Responsibilities include safe, on-time pickups and deliveries, accurate logs and paperwork, and adherence to DOT and company safety standards. Enjoy competitive pay, strong support …",41.016377,2026-08-09T09:35:31Z,-75.899784,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVBvdHlmbVQ4UkdwX3JhcDhFd0J5dyIsImkiOiI1ODM0Njk5MzY0In0.VYsRqIbK8YRtWcXfTvfpwgJvsRCkJy4LdS6nBEMC-n8,66000.0,https://www.adzuna.com/land/ad/5834699364?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=54EBDEB746005EF5C8FDBF0C69072CF9E4A075EA,5834699364,0,CDL-A Local Driver,82000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Luzerne County', 'Freeland']",Adzuna::API::Response::Location,"Freeland, Luzerne County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"SYSTEM FREIGHT is hiring Local CDL-A Drivers for PM shift regional routes. In this home-daily role, you’ll haul time-sensitive, high-volume freight across the Northeast and Mid-Atlantic. Responsibilities include safe and timely pickup and delivery, operating late-model tractors, completing logs and pre/post-trip inspections, and following all DOT and company safety regulations. Enjoy consistent freight, predictable schedules, competitive pay, and a family-oriented culture that values profession…",40.537522,2026-08-09T09:35:30Z,-75.126684,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVBvdHlmbVQ4UkdwX3JhcDhFd0J5dyIsImkiOiI1ODM0Njk5MzYzIn0.1R0TFRLxSaavk0JOHyuP2OE1cwrmvM27OsnZQBtzL18,70000.0,https://www.adzuna.com/land/ad/5834699363?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=570AE7AB2B60EE312DF2E12B6E7BEA1FAB285E5F,5834699363,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Bucks County', 'Revere']",Adzuna::API::Response::Location,"Revere, Bucks County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.513098,2026-08-09T09:35:29Z,-74.304519,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTM2MiIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.fAmndhnoi1njH4pdeg3PLb00PE2adg-og9sc_XA6I6c,70000.0,https://www.adzuna.com/land/ad/5834699362?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=C27C918DC76B6F704378A45075A214CC8015FC7C,5834699362,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New Jersey', 'Middlesex County', 'Woodbridge', 'Keasbey']",Adzuna::API::Response::Location,"Keasbey, Woodbridge",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",43.073692,2026-08-09T09:35:23Z,-76.054093,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTM2MSIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.aY542TJZWfC5FIM413FiRWNp4W26TZanfvGtKuYeAAA,70000.0,https://www.adzuna.com/land/ad/5834699361?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=D4FA75721A138AA10E0CE8C5E0F877AAB80D06D0,5834699361,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New York', 'Onondaga County', 'East Syracuse']",Adzuna::API::Response::Location,"East Syracuse, Onondaga County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight, Inc., a family-oriented regional carrier, is hiring a CDL-A Regional Truck Driver based near Atglen, PA. In this role, you’ll haul time-sensitive, high-volume freight for dedicated accounts across the Northeast and Mid-Atlantic. Responsibilities include safe and compliant operation of tractors and trailers, on-time deliveries, accurate logs, and basic equipment inspections. Enjoy steady freight, regional home time, competitive pay, and a safety-first culture that values professi…",40.11752,2026-08-09T09:35:17Z,-76.2132,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTM2MCIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.jRDoEcbr0mZM8kxyawH1kUt6teoHeDf_NLev7OmHbQE,65000.0,https://www.adzuna.com/land/ad/5834699360?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=5BD87CC7736AEB143AB24F863D38C4A0F6713043,5834699360,0,"Atglen, PA",80000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Lancaster County', 'Talmage']",Adzuna::API::Response::Location,"Talmage, Lancaster County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused CDL-A Local Driver to join our regional, family-oriented trucking team. In this role, you’ll haul time-sensitive, high-volume freight for dedicated accounts across the Northeast and Mid-Atlantic, operating late-model equipment on consistent local and regional routes. Responsibilities include safe pickup and delivery, accurate logs, vehicle inspections, and on-time performance while providing professional customer service. Enjoy stable, long-term employ…",43.174728,2026-08-09T09:35:05Z,-76.08753,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVBvdHlmbVQ4UkdwX3JhcDhFd0J5dyIsImkiOiI1ODM0Njk5MzU5In0.D4bAsZjmbXdJ_KvHOOCxolvZ67RlSKJ35utOJhYUObQ,62000.0,https://www.adzuna.com/land/ad/5834699359?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=8315882171AA55AE3CECB0F6DE239C88DA4BBB6C,5834699359,0,CDL-A Local Driver,75000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New York', 'Onondaga County', 'Clay']",Adzuna::API::Response::Location,"Clay, Onondaga County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.021724,2026-08-09T09:34:51Z,-75.824485,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVBvdHlmbVQ4UkdwX3JhcDhFd0J5dyIsImkiOiI1ODM0Njk5MzE1In0.uyFMxNUTN-46jEraTNM4y7LiMw-DTO9pUEXvTYMSs70,70000.0,https://www.adzuna.com/land/ad/5834699315?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=3605EA240F9029CEF23AB06B750F4F46A1B36C4F,5834699315,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Chester County', 'Wagontown']",Adzuna::API::Response::Location,"Wagontown, Chester County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused CDL-A Local Driver to join our regional, family-oriented trucking team. In this role, you’ll haul time-sensitive, high-volume freight for dedicated accounts across the Northeast and Mid-Atlantic, operating late-model equipment on consistent local and regional routes. Responsibilities include safe pickup and delivery, accurate logs, vehicle inspections, and on-time performance while providing professional customer service. Enjoy stable, long-term employ…",43.152489,2026-08-09T09:34:41Z,-76.446625,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTMxNCIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.4afcFIJhHM60UNRrwb34BknrAPFRhHuhx-3hgYu2lfA,62000.0,https://www.adzuna.com/land/ad/5834699314?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=24EAFABA391A27E05101D5D418665C113D83C121,5834699314,0,CDL-A Local Driver,75000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New York', 'Onondaga County', 'Plainville']",Adzuna::API::Response::Location,"Plainville, Onondaga County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"SYSTEM FREIGHT is hiring Local CDL-A Drivers for PM shift regional routes. In this home-daily role, you’ll haul time-sensitive, high-volume freight across the Northeast and Mid-Atlantic. Responsibilities include safe and timely pickup and delivery, operating late-model tractors, completing logs and pre/post-trip inspections, and following all DOT and company safety regulations. Enjoy consistent freight, predictable schedules, competitive pay, and a family-oriented culture that values profession…",40.574464,2026-08-09T09:34:34Z,-74.83471,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTMxMyIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.zjqjn8gtXJ07RX9v_CUYxFp0IGFRvCY0U12YovJreTg,70000.0,https://www.adzuna.com/land/ad/5834699313?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=C85CB7850F04EEB14085D1C1D55119AF494010B6,5834699313,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New Jersey', 'Hunterdon County', 'Stanton']",Adzuna::API::Response::Location,"Stanton, Hunterdon County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",43.07849,2026-08-09T09:34:24Z,-77.969747,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTMxMiIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0._QP7JZTk7hu1qOaF820xN3sCN1EqheY5fDr-3KCsaOc,70000.0,https://www.adzuna.com/land/ad/5834699312?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=CBA127880572990F93156AD368963484AB6A9C80,5834699312,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New York', 'Genesee County', 'Bergen']",Adzuna::API::Response::Location,"Bergen, Genesee County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",39.966777,2026-08-09T09:34:22Z,-76.180503,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTMxMSIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.eiTsq_OdnlBj5aEkGNsq1I36X-DBVnuZ11jbBH2_NEM,70000.0,https://www.adzuna.com/land/ad/5834699311?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=9EC091ABC1EB14EB745C9067C8D9B1EA977CAC8D,5834699311,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Lancaster County', 'Edisonville']",Adzuna::API::Response::Location,"Edisonville, Lancaster County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.597454,2026-08-09T09:34:17Z,-74.555975,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTMxMCIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.f8ULXx99avZcZ6AQoCRhq6L1AWYJTPl-7wfxKxkRZ7E,70000.0,https://www.adzuna.com/land/ad/5834699310?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=6B33BC4CE487FE88C2C5E778F0E2E30E26962AE9,5834699310,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New Jersey', 'Somerset County', 'Martinsville']",Adzuna::API::Response::Location,"Martinsville, Somerset County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.941024,2026-08-09T09:34:14Z,-75.827904,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTI2MSIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.vmdk_IZskxII2OTHkm8gWQ7b2b91TYf45ABt6dgC80U,70000.0,https://www.adzuna.com/land/ad/5834699261?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=C2377E2E06FEAC292AE8F9EBFBAC07B64496D440,5834699261,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'Pennsylvania', 'Carbon County', 'Weatherly']",Adzuna::API::Response::Location,"Weatherly, Carbon County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",42.873798,2026-08-09T09:34:05Z,-74.045006,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVBvdHlmbVQ4UkdwX3JhcDhFd0J5dyIsImkiOiI1ODM0Njk5MjU4In0.zpQz0K_WBwbxNDkYpNsLON0qtv3MO1M-Vn1_8TJFAKA,70000.0,https://www.adzuna.com/land/ad/5834699258?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=2BDEEB51AD0CF7477FF1258AEE38BB812628737A,5834699258,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New York', 'Schenectady County', 'Lower Rotterdam']",Adzuna::API::Response::Location,"Lower Rotterdam, Schenectady County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.583499,2026-08-09T09:33:46Z,-74.233349,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTIzNSIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.MwuzzQw0UAoYp9svvPm-Ob2r73qIVoK0OBs031ttqoM,70000.0,https://www.adzuna.com/land/ad/5834699235?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=3862890AA3F55978D2B32ABB1358900BD7BDFEA8,5834699235,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New Jersey', 'Middlesex County', 'Carteret']",Adzuna::API::Response::Location,"Carteret, Middlesex County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",40.641385,2026-08-09T09:33:43Z,-74.384705,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5OTIzMyIsInMiOiJZUG90eWZtVDhSR3BfcmFwOEV3Qnl3In0.tLb-0SAkghqWzxoSYAZsqbMfWvk-5P9YqAzwF7y-Pto,70000.0,https://www.adzuna.com/land/ad/5834699233?se=YPotyfmT8RGp_rap8EwByw&utm_medium=api&utm_source=abfa41a4&v=1C2572AF2D800E3121A5ED08E17E4DBA5770EB98,5834699233,0,Local CDL-A Driver,90000.0,Adzuna::API::Response::Company,SYSTEM FREIGHT,"['US', 'New Jersey', 'Union County', 'Fanwood']",Adzuna::API::Response::Location,"Fanwood, Union County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
