description,adref,latitude,created,id,longitude,__CLASS__,salary_min,salary_is_predicted,title,salary_max,redirect_url,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
"Vivian is looking for Staff Physical Therapist Therapys for permanent roles at top tier hospital systems in Pensacola, Florida and surrounding areas. Paying up to $50/hour, At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQxMTQxNCIsInMiOiI1ZzNZS3JtbjhSR3hXcDRBNDZHM1FBIn0.t0gFTQTc4NLTKUN04urp6JptfabYT1swtWwsWMaRHa4,30.423724,2026-09-03T12:52:35Z,5869411414,-87.226997,Adzuna::API::Response::Job,0.0,0,Physical Therapist - Paying up to $50/hour,104000.0,https://www.adzuna.com/land/ad/5869411414?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=3C3F89963803DE3ACE52CE1D66BB0FC45338EFC3,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Florida', 'Escambia County', 'Pensacola']",Adzuna::API::Response::Location,"Pensacola, Escambia County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Camarillo, California paying up to $2,579/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQxMTQzMiIsInMiOiI1ZzNZS3JtbjhSR3hXcDRBNDZHM1FBIn0.9WE3utiK1nOusgxAD2E20hAs7XO-rFJVik_F8UffQmc,34.222623,2026-09-03T12:52:35Z,5869411432,-118.993133,Adzuna::API::Response::Job,0.0,0,"Travel Outpatient Physical Therapist - Paying up to $2,579/week",134108.0,https://www.adzuna.com/land/ad/5869411432?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=AF57AF93EC0CD496E693C233E9217DEA1EBD5BD8,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'California', 'Ventura County', 'Santa Rosa Valley']",Adzuna::API::Response::Location,"Santa Rosa Valley, Ventura County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Occupational Therapist Therapys in Kankakee, Illinois paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDAxIn0.Eqsm953gm-aKPbru1HqvocLkCppHu0D3jUdpaAPW0II,41.11062,2026-09-03T12:52:35Z,5869411401,-87.87318,Adzuna::API::Response::Job,0.0,0,"Travel Occupational Therapist - Paying up to $2,700/week",140400.0,https://www.adzuna.com/land/ad/5869411401?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=A9D7C843CEA8F10C6BEEA54355007EB34BCF12BF,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Kankakee County', 'Kankakee']",Adzuna::API::Response::Location,"Kankakee, Kankakee County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Waterloo, Illinois paying up to $2,300/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExMzg1In0.9ywEP9MV6iDVHNl7c5BWlnChlt0WkSEf-XwSyFt7dxo,38.329641,2026-09-03T12:52:35Z,5869411385,-90.149733,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapist - Paying up to $2,300/week",119600.0,https://www.adzuna.com/land/ad/5869411385?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=C7C3EB4095C6B0B6F1A7A68078C76782B44CAC64,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Monroe County', 'Lou Del']",Adzuna::API::Response::Location,"Lou Del, Monroe County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapy Assistant Therapys in Fairbanks, Alaska paying up to $1,801/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disco…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQxMTQxMSIsInMiOiI1ZzNZS3JtbjhSR3hXcDRBNDZHM1FBIn0.LZq_JcsFujw7nnZch8kRzt_q0gZeovyEbLgH2jNPFdo,64.913502,2026-09-03T12:52:35Z,5869411411,-147.520483,Adzuna::API::Response::Job,0.0,0,"Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $1,801/week",93652.0,https://www.adzuna.com/land/ad/5869411411?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=507BAAE99A24D1ACE5714967393FB2866FDC4FD6,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Alaska', 'Fairbanks North Star', 'Steese']",Adzuna::API::Response::Location,"Steese, Fairbanks North Star",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Lawton, Oklahoma paying up to $1,616/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, et…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDAzIn0.z9-1_F_S6wTD4YNGtPj2AJh5skFM7fPU9oOY4oVctyM,34.616624,2026-09-03T12:52:35Z,5869411403,-98.458676,Adzuna::API::Response::Job,0.0,0,"Travel Certified Occupational Therapy Assistant - Paying up to $1,616/week",84032.0,https://www.adzuna.com/land/ad/5869411403?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=17106252919CE8FD357EFA2BA56A22F105571284,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Comanche County', 'Meers']",Adzuna::API::Response::Location,"Meers, Comanche County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Speech Language Pathologist Therapys in Lake Worth, Florida paying up to $2,326/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDYwIn0.GdexnoNrRYFtTDDUsxYxw9FRjLqSvms8PcmVfUJwxw0,26.622835,2026-09-03T12:52:35Z,5869411460,-80.094246,Adzuna::API::Response::Job,0.0,0,"Travel Speech Language Pathologist - Paying up to $2,326/week",120952.0,https://www.adzuna.com/land/ad/5869411460?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=A6DF03867E1A6D305B9CB814069EDD9A78684124,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Florida', 'Palm Beach County', 'Palm Springs']",Adzuna::API::Response::Location,"Palm Springs, Palm Beach County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Greenville, Texas paying up to $2,086/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExMzg4In0.iLoNgPWAiu34h8baGZ-dig9i7bPCy04d0YRftilxynE,33.085339,2026-09-03T12:52:35Z,5869411388,-96.093374,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapist - Paying up to $2,086/week",108472.0,https://www.adzuna.com/land/ad/5869411388?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=F760A63FFACB0634EDC1086FD48FE8383C3C4910,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Hunt County', 'Greenville']",Adzuna::API::Response::Location,"Greenville, Hunt County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Elkton, Maryland paying up to $2,632/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQxMTQ3MyIsInMiOiI1ZzNZS3JtbjhSR3hXcDRBNDZHM1FBIn0.fHzzbs-jwoiV6MawhLouItW_kSxPLTLfu5Pp1ZGZT2U,39.6063,2026-09-03T12:52:35Z,5869411473,-75.8337,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapist - Paying up to $2,632/week",136864.0,https://www.adzuna.com/land/ad/5869411473?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=9218BB9B8B4052E467E79FA17221A3B5712EF4ED,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Maryland', 'Cecil County', 'Elkton']",Adzuna::API::Response::Location,"Elkton, Cecil County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Knox City, Texas paying up to $1,655/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, et…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExMzk2In0.HGFnzvM7koH6eWC3h2YCmi-Om2D_wQpvgmaFAX785ew,33.41711,2026-09-03T12:52:35Z,5869411396,-99.814203,Adzuna::API::Response::Job,0.0,0,"Travel Certified Occupational Therapy Assistant - Paying up to $1,655/week",86060.0,https://www.adzuna.com/land/ad/5869411396?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=9C61CB2264BE8B4B2A2F44E8C004C1047A47183A,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Haskell County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Haskell County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Stevens, Pennsylvania paying up to $2,319/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDMzIn0.AGrNrKbnvf7a90JFdqvyIQbq9La7Qe_OeETWc74Nluc,40.220038,2026-09-03T12:52:35Z,5869411433,-76.154675,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapist - Paying up to $2,319/week",120588.0,https://www.adzuna.com/land/ad/5869411433?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=9FDDA519DD39C0D37B304F7C6C482F7058860B54,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Pennsylvania', 'Lancaster County', 'Stevens']",Adzuna::API::Response::Location,"Stevens, Lancaster County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Occupational Therapist Therapys in Oklahoma City, Oklahoma paying up to $3,000/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExMzk5In0.VpAObEwvGqrQ2cwn-rw2H-XyUXN5Yk5Tm_pXDIGptVk,35.54388,2026-09-03T12:52:35Z,5869411399,-97.5561,Adzuna::API::Response::Job,0.0,0,"Travel Occupational Therapist - Paying up to $3,000/week",156000.0,https://www.adzuna.com/land/ad/5869411399?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=2A6885E243133A6593C7820ADBD4DF0C395EDBD9,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",Adzuna::API::Response::Location,"Nichols Hills, Oklahoma County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapy Assistant Therapys in Fremont, California paying up to $2,088/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExMzc2In0.eJZ_9oXsa8k4weZkf82YgOqG7A-bBNwoFoQpp1rqye0,37.5562,2026-09-03T12:52:35Z,5869411376,-122.01457,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapy Assistant - Paying up to $2,088/week",108576.0,https://www.adzuna.com/land/ad/5869411376?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=963DC107546E43E048B4EDD9F8C9B5E077BD28AC,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'California', 'Alameda County', 'Fremont']",Adzuna::API::Response::Location,"Fremont, Alameda County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapy Assistant Therapys in Griffin, Georgia paying up to $1,825/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDEyIn0.mbFk80WbXQMW8dfDzfjPVqvqWaqDzckNA5k9j0e2mLA,33.278605,2026-09-03T12:52:35Z,5869411412,-84.275075,Adzuna::API::Response::Job,0.0,0,"Travel Home Health Physical Therapy Assistant - Paying up to $1,825/week",94900.0,https://www.adzuna.com/land/ad/5869411412?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=9A021D9EF8CCACA834BB285F50529B1B04732729,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Spalding County', 'Griffin']",Adzuna::API::Response::Location,"Griffin, Spalding County",Vivian Health,Adzuna::API::Response::Company,,
"Vivian is looking for Travel Physical Therapist Therapys in Bentleyville, Pennsylvania paying up to $2,015/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWczWUtybW44Ukd4V3A0QTQ2RzNRQSIsImkiOiI1ODY5NDExNDA5In0.uxyV2tGEzgJx8q49ejEiptCbD1QIonLEqv8tURjZnWc,40.1353,2026-09-03T12:52:35Z,5869411409,-80.0122,Adzuna::API::Response::Job,0.0,0,"Travel Physical Therapist - Paying up to $2,015/week",104780.0,https://www.adzuna.com/land/ad/5869411409?se=5g3YKrmn8RGxWp4A46G3QA&utm_medium=api&utm_source=abfa41a4&v=DC4BC8F308223345EE4ACAF50C68A4EE2C874E6D,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Pennsylvania', 'Washington County', 'Bentleyville']",Adzuna::API::Response::Location,"Bentleyville, Washington County",Vivian Health,Adzuna::API::Response::Company,,
